"","X1A","X1B","X1C","X1D","X2A","X2B","X2C","X2D","X3A","X3B","X3C","X3D","X4A","X4C","X4D","X5A","X5C","X5D","X6A","X6B","X6C","X6D"
"ENSMUSG00000025931",8.48537482783425,8.46079554383264,8.11564132622752,8.20334271331801,8.63530657418997,8.54927108008387,8.27962412985947,8.31219541896952,8.56542628327973,7.92038846482571,8.56348734125345,8.35434184914499,8.33688385589006,8.21007165308722,8.36616825603963,8.66836672261382,8.47336020573598,8.18013418268591,8.44789751547653,8.10273947178142,8.34018020308929,8.21447813214304
"ENSMUSG00000026077",11.000330786044,11.0423417591316,10.9942979756513,11.0616113585777,10.8679100228208,11.0521118116918,11.0444763913565,10.9367702946093,10.7414523494229,10.544145039403,10.7164282191951,10.695932307625,10.836468904769,10.7946160947327,10.2804876042629,10.8430685336476,11.0218095533469,10.5401743209089,10.8244716300009,10.7049110802121,10.8600599368336,11.0294353829588
"ENSMUSG00000026121",7.24878598271785,7.56829489493396,7.42762746068615,7.59891191958735,6.79274633142099,6.96603948190191,7.57544810643417,7.35601099810505,7.03721601839223,6.90659663454572,7.07747611781045,6.8690753551207,6.93069537974883,7.05381950287702,6.95643510185983,6.90319615277837,7.27825323476792,7.14928137010072,6.94871877719867,7.38769296833487,7.28130029497644,7.24262981013546
"ENSMUSG00000026141",7.07314496455067,7.73843127880133,7.32619028782137,7.3505395942785,7.94259494032533,7.54715033941251,7.52262038289205,7.76495870706801,7.41039488108025,8.15592816739003,7.84028348938851,8.28028100473873,7.75415059531198,7.53055186733828,8.69313212174269,7.87967261923784,7.27099561096564,7.85278330182247,7.20291630483196,7.59570653504734,7.73060060432306,7.406346184577
"ENSMUSG00000026173",6.43012673685169,6.50813151199744,6.94135432679363,6.77868031989834,7.28465280454719,6.75447430534929,6.87757211333113,6.82854578282067,6.28025073297732,8.76134781935259,7.70564229251149,7.53076596353484,7.05141712762353,7.68317443888358,8.249081488996,7.42107201693987,7.26370129227521,8.76934894648868,7.31098130939174,6.80703157038471,7.33574709745469,7.3322501500883
"ENSMUSG00000026187",8.4418372829559,8.48616897308081,8.45809680726601,8.30158327948021,8.54906655920605,8.22232674888483,8.53211783739375,8.38616879708794,8.57793856444781,8.66479342843465,8.72051729699913,8.53668101815052,8.23396090228914,8.26579519387802,8.27453338724979,8.17551423887095,8.29164241712805,8.07905122050476,8.54982652274185,8.13339100066788,8.53115809453536,8.31133039859369
"ENSMUSG00000026203",8.69544318555008,8.8052775249436,8.75152296724232,8.86679749054678,8.66294448750878,8.56116255061764,8.55422007777021,8.68658071620163,8.70029634734456,7.60240395864613,8.48701249732124,8.612932554773,8.55678570271658,8.77432436456318,8.69784314099951,8.64785629845172,8.87147485753392,9.0377215544455,8.72834746901179,9.09389242998535,8.82877065485615,8.84806372016754
"ENSMUSG00000026204",12.6331339802179,12.682786572136,12.7084454593704,12.8514014896149,12.3132103561377,12.6050189097611,12.43238622904,12.8881191558978,12.6442896019202,12.2021548548016,12.2525493541682,12.3404240350487,12.5297649871552,12.552787135462,12.0469582992796,12.3963389960421,12.5285600085305,12.1382605428356,12.4030453441906,12.7083403759209,12.3684653869514,12.5175263870332
"ENSMUSG00000026339",9.30708517719195,9.45618103852754,9.26173151392866,9.54638415754995,9.51066300719773,9.41926898986882,9.55887373541094,9.32187801839655,9.40226255804232,9.49147358481642,9.70352535471325,9.68801544688397,9.59695250670255,9.6198695819181,10.0233262965864,9.49922366936896,9.56183554782598,10.2245251697765,9.57816311510546,9.41404458750477,9.70668294145726,9.5048643717886
"ENSMUSG00000026374",9.95250292716607,9.72911106253569,9.72301846108764,9.57846587277336,9.61541751206471,9.56516852647037,9.70433040341562,9.63139757651944,9.92968248076673,9.60908792047878,9.5851169340603,9.46444519160771,9.71131498422762,9.56283298444769,9.50773828572266,9.68348533598889,9.57368181387458,9.77358871308596,9.79695391797943,9.60110910901039,9.77066335334614,9.54759121186434
"ENSMUSG00000026466",8.14878351491914,8.06238547773136,7.97430999130124,7.96717729735873,8.3448341905902,8.42463277916496,8.30069536691217,8.27168311262779,8.19494641662562,8.87741437095375,8.43244475189421,8.30347653469684,8.11810989300375,8.39827692347524,8.53363234412929,8.11702742647876,8.34791089852447,8.49751036887481,8.20233605603771,7.75399419855781,8.12516935655203,8.27223424727308
"ENSMUSG00000026473",10.7171060127004,10.7650047106898,10.4016972287279,10.3427839746,10.8645132670719,10.9082368409444,10.1884153814779,10.3296582092033,10.8408391411907,11.6734053315204,10.53322734961,10.6716252223439,10.9586844149899,10.6539115817438,10.6178043409249,11.0230618198472,10.5361197707482,10.6451668729902,10.886248075751,10.7697578721008,10.4705944260797,10.4220345663031
"ENSMUSG00000026482",11.4184290119147,11.1762018507305,11.3383528676085,11.4764801003388,11.0768004755435,11.1848535890703,11.1048722106205,11.4139121075883,11.141954520838,10.7366693362968,11.1390344431877,11.0710366484907,11.3017831058695,11.3366603087199,11.1214964037805,11.2961209635997,11.4618580958008,11.2757144496572,11.2897947757974,11.775187798629,11.1563751279195,11.3313242354665
"ENSMUSG00000026499",9.77728565505026,9.80366415224971,9.73012746493919,9.82962801936458,9.76865073884131,9.62870247024248,9.70827826360119,9.79470140176155,9.84809669779654,9.66007130159269,9.73091547087028,9.90258271916238,10.0484773046296,9.7903217840519,10.1247701063973,9.82722817069518,9.93910550219784,10.402421925093,9.97935251686533,10.2122609398752,9.7203903142248,9.85029496485626
"ENSMUSG00000026509",9.20660895425398,9.20429974012719,9.17060892578455,9.21296591506418,9.28787582064714,9.30722990612607,9.16113150343066,9.36680496336337,9.18636709071023,9.83208848929628,9.42104303036922,9.34096947489346,9.23620162198016,9.17889440883697,9.26269468733451,9.20378717625608,9.10367677171151,9.12329305187425,9.17149459022504,8.68595152496891,9.10440352069052,9.2296479219097
"ENSMUSG00000026584",9.32462489231772,9.33293614393931,9.2831571742215,9.34827949707198,9.40473538252967,9.60016976580094,9.54348777055441,9.47067600805328,9.3356685905022,9.26222307940659,9.43960777155918,9.58766020612787,9.18193489650639,9.2801982151302,9.32492450687317,9.23620632711262,9.16172996473509,8.28288459800801,9.16486286403463,8.89716589879575,9.42214233809068,9.28119620351249
"ENSMUSG00000026662",8.38863038256906,8.44017051758281,8.34780452078418,8.40623192971262,8.42080550743794,8.39171490912018,8.41138773097288,8.20439990246871,8.19494641662562,7.74257574844014,8.36799862464242,8.26854187306656,8.14795641510724,8.16569320858773,8.02747917008686,8.03516340594036,8.10833427666416,7.8748837629983,8.10407490505365,8.36283088765099,8.30422364634576,8.17868099866778
"ENSMUSG00000026814",6.02065537857147,6.44741993715238,6.02879720804621,6.13409260367608,6.59377669542048,6.35075134982434,5.83306680281367,5.86316425373457,5.56065935365133,5.8786110181606,6.0595969293684,6.43732559010598,5.93107408852566,6.03533881839916,6.07327318539183,6.73189279536797,5.89287748744122,6.14128906188505,5.84339939980395,4.47576668116661,5.90283107379159,6.10730998172193
"ENSMUSG00000026819",9.54264218919471,9.50416588326215,9.73012746493919,9.77204123458974,9.39770252213305,9.42578751981725,9.64994913087768,9.66931817894468,9.38634470419217,9.57198311317965,9.41542670202666,9.5852962703981,9.76366144003889,9.78299557801601,9.70315123564831,9.69519362262478,9.82479962101084,9.70122180623291,9.70699907275121,9.78416973450494,9.74071023025602,9.75627814989626
"ENSMUSG00000026830",7.59072684673123,7.85208818144515,7.5801917925611,7.46802558915826,8.23337773608567,8.29533656891307,8.0312404112349,7.43884506464998,7.81099697226054,9.30430887470416,8.21691119853023,8.15198073576676,7.72143992913913,7.53753441666856,8.69784314099951,8.22250487353596,7.98512775481313,8.10732908875515,7.7672034009031,8.36283088765099,7.73060060432306,7.93583117652974
"ENSMUSG00000026864",12.3804020373757,12.2078887562011,12.2478343831759,12.385803089821,11.8427076674158,11.7486387422202,11.2574835212343,11.586103404105,11.9270452135866,11.7418259225188,11.0108226844962,11.2421069097376,12.4726810303,12.1220209031791,11.9216681886644,12.5017705604876,12.3173546954326,12.2423358230655,12.141143886596,12.8419321666693,11.3795774139438,11.7845999277469
"ENSMUSG00000026885",8.47363065576155,8.6342431663956,8.61686673373449,8.59518624628161,8.72793999320043,8.73919333470986,8.58030341902417,8.63959713419566,8.3231107515464,8.61701872566099,8.43244475189421,8.745873912418,8.42484632405268,8.66059848068983,8.67413268594412,8.36753543340439,8.38199588185051,7.61088504673842,8.25323986277682,7.87501601424592,8.44709449836773,8.50202891465503
"ENSMUSG00000026888",7.40534563942249,7.83638947895643,7.53544310751537,7.47606241268941,7.64290105992414,7.78881130660699,7.79922942811736,7.75323590449785,7.8215580061195,8.9025398593559,8.19522436847729,7.98268960172435,7.74115519171827,7.89372101656971,8.46896018164484,8.06124841653147,8.08782851000266,8.24095757627926,7.68306946102936,8.24987241428082,8.12516935655203,8.1357631491015
"ENSMUSG00000027001",7.22095759002252,6.88908098922866,7.08135256692287,6.65670248664585,7.29478340926376,7.21214381451935,7.09821071496404,6.82854578282067,7.07301403716121,6.52174335701558,6.90651507879109,6.89983963637321,6.78634533917717,7.08274866546587,6.82479913071249,6.7829467750274,7.24159440869778,6.80248090220389,6.83078101056825,5.69390824462001,7.37093591097334,6.54236513286927
"ENSMUSG00000027168",6.61254222848673,7.5871786308205,7.00838044755284,6.79161809137852,7.32475526853702,6.92980946063988,6.80569191201787,6.99705971838047,7.20793401311503,8.60482369498199,6.81846913928147,7.62584342916935,7.2571194918069,7.13892279838413,8.25548668283298,7.83803260035638,6.63147763592634,7.07486124287198,6.57473322338134,4.98619179130161,6.90279662220556,6.7021887333334
"ENSMUSG00000027297",6.23986977798634,6.09836772544315,5.67514842515437,5.81729072449499,5.77708022742356,6.37789851990332,5.97089928375734,6.10371522801693,5.8965792904862,6.9650092470551,6.00080433245282,6.13515194639846,5.88455633247827,6.0154707151557,5.98352195614706,5.58204162791599,5.77469298057255,4.59663639002924,5.5222154202957,5.1390166294839,6.01830299102107,5.69923108435369
"ENSMUSG00000027298",11.2525206899828,11.2372515847094,11.3030336086418,11.3699889803899,11.0206839020788,11.0319583349671,11.059234556198,11.4064469861507,11.1639073118416,10.6591794192704,10.9258068609365,10.9794916900695,10.9495335022672,11.2286328291866,10.7358856219409,11.0408686607416,11.1210106738824,10.9819471844845,10.8781624620296,11.2926440237823,11.0985053431413,11.1444729471725
"ENSMUSG00000027300",7.70227754758147,7.57776765930071,7.80150682238492,7.76555290240327,7.74986715998223,7.73733434973027,7.81396033690161,7.89867010671298,7.6836399262697,8.24505917445586,7.67463224978304,7.83132009730337,7.8049923244431,7.55828155558794,7.1476273739717,7.42107201693987,7.42932663015186,7.81898455647019,7.43375017450784,7.56004895373729,7.61060251171263,7.76127402133516
"ENSMUSG00000027327",9.10369632360849,9.29610900691319,9.04397504464863,9.29475853946029,8.77573883575191,9.18190603594474,8.83622990672119,9.2275957045168,9.01751729925877,8.71103665587407,8.65847319218579,8.46133883448447,8.79234465966318,8.94683659401576,7.96631900551738,8.79812154295536,8.89998361022061,8.709117614903,8.93734108900502,9.12167618723351,8.58084484137555,8.87067552656737
"ENSMUSG00000027333",7.1733497826382,6.99185978403227,7.27266539548303,7.31513666221499,7.62695159871616,7.3280328244856,7.16867174055715,7.54464317874043,7.16711081143528,8.30658898178475,7.70564229251149,7.64412949851386,7.64675419629213,7.6957134349052,8.20343075620703,7.40486586060543,7.64117107517266,8.10732908875515,7.50549286113937,6.7917400617994,7.62524907461384,8.00559941267058
"ENSMUSG00000027346",10.6835150248304,10.7629300838773,10.6580083250714,10.3239829361067,11.0275342820572,10.8439819214265,11.0753724687224,10.7015964456079,11.0182999056219,11.4046086916505,11.1097736468766,11.1705839337301,10.9310556833358,10.884300938119,10.9865099864362,10.8134471813045,10.7430464715535,10.7786375515094,10.6462944282657,9.91342288600296,10.8952306616849,10.5790270301564
"ENSMUSG00000027375",7.76785619992065,8.36556843080269,7.4346072089414,7.59891191958735,8.44829408485066,8.53728077845383,8.11094222344159,7.86093439893234,8.3156590319774,9.20278012434542,8.51178791621552,8.59893900303052,8.17719796591379,7.62535992967487,8.76223138612263,8.59883328363131,8.187561383005,8.74555730787376,8.44059519978021,8.31014251834799,8.02379341104828,8.01915713245455
"ENSMUSG00000027400",12.3756770773293,12.1828900814189,12.162910927593,12.1111512256448,12.1244715936974,12.4774842321397,11.905728077476,12.1725607455571,12.1516098918347,11.8380814226441,11.6585189874245,11.7031486544589,11.8977608186421,11.8649616189478,10.7709580750661,11.9273703418909,12.0171311985803,11.4669883410394,12.113284820049,12.5006692467098,11.4042028360507,11.7771385296031
"ENSMUSG00000027424",6.18331027984962,6.0717979126247,6.26640181690993,6.09287645843238,5.94085719353876,6.32308353933024,6.19000203941848,5.98844754430321,5.63439240157593,5.01775830821361,5.71407911689837,6.41620038659327,6.16313495194261,5.84583270156066,5.92042765824448,6.14722070931898,6.19851065913938,6.4952394029617,5.97052708750113,4.47576668116661,6.24385348579597,5.69923108435369
"ENSMUSG00000027435",4.95533089432502,5.06641963840568,4.55724826183029,4.3771981735092,5.65656014128673,4.60015948973483,4.94101201459035,4.5779424851986,4.77604925693527,0,5.04272132684777,5.07694686019318,3.95601707368229,4.75564731690729,4.7399305182864,5.49285656009744,4.89823492900871,4.69928616291706,4.58010319020856,5.44297751041235,4.90289997449564,3.95967623301264
"ENSMUSG00000027562",8.62640690982268,8.61596938308682,8.38791258275895,8.16408476090806,8.65902848271243,8.72868740033363,8.76978127575286,8.41621537383146,8.3156590319774,8.64706279346124,8.76830030644469,8.62218674713438,8.33255835964127,8.29904664868442,8.87883658861866,8.62004744468022,8.679269756857,8.08853889524044,8.4258787403734,7.99336623721624,8.63612687212383,8.31133039859369
"ENSMUSG00000027630",11.0406879122226,11.046611859929,10.9333902221805,10.7052292608404,10.9195620364794,10.7587718295666,10.8562718443929,10.7860000616672,11.1329730195337,10.5710350589136,10.6872061542726,10.8035677890117,10.7676456190287,10.6722686089666,10.5800266827333,10.9127759199474,10.6628305540864,10.441818669423,10.9174874755444,10.4129868109338,10.8366517520555,10.5824556953488
"ENSMUSG00000027678",10.341918942406,10.4717615709185,10.5375648334784,10.5728456167734,10.6023135317802,10.6404568322218,10.6031437498431,10.5832658031457,10.3601319089526,10.5897189418529,10.7323268776756,10.7768845443947,10.6526378058479,10.7584659507099,11.0742707132855,10.7761349217907,10.6489000029383,11.2325060454028,10.5263889182705,10.968991524413,10.7229435713476,10.6806342693576
"ENSMUSG00000027680",10.979028730019,10.792724037277,11.0212081849276,10.8537229901899,11.0388797900517,10.9652837972895,11.0335045279116,10.7657222682188,10.938070933691,10.8623626075176,10.9939643943594,11.0428863375709,11.1135592500056,11.0912433511779,11.1731577713522,11.0237252668019,11.0485835784907,11.3476079214252,11.05175148741,11.2188166406508,11.129657823304,11.0386175136698
"ENSMUSG00000027765",8.61931805099691,7.72143818898759,8.83037873107053,8.36787271034941,7.84255760188822,7.72681481969804,7.84297845322655,8.00629350768327,7.7734123832,7.43340662671992,7.8843174313832,7.34203809886245,8.4923237762902,8.25736118718737,6.82479913071249,7.67866430213606,8.19524995592826,6.87005575237582,8.14058524921809,8.33144932343352,8.45940765941877,8.54951773041679
"ENSMUSG00000027803",7.16363675317246,7.01992871788329,7.09021993046859,6.49209070513585,6.8210603178738,6.62450179340924,6.73004172866468,6.54556908021334,6.53249454857167,7.05739673571225,6.7002717172728,6.23504299995065,6.74788250527041,6.30455979354454,6.71753756628108,6.97081124266774,6.9640574276481,5.61982992136157,6.9279802721803,6.50341850526791,6.77726887211806,6.92019375582398
"ENSMUSG00000027864",8.9983495756064,8.6789399223006,8.68283716907094,8.81704564228975,8.52775039487993,8.85481345180597,8.63939098111462,8.66171334680438,8.56542628327973,9.4848344663768,8.48701249732124,8.61756707108815,8.5418752681638,8.62825802626322,7.74748675562144,8.3294053119748,8.63189859749893,8.37880103722017,8.46599321796082,9.31857757007394,8.47566341895078,8.64442916811663
"ENSMUSG00000027977",8.44584998276814,8.87608924078524,8.5151811619255,8.33289774521273,9.13274459830898,9.23483478787088,9.06588423520847,8.82180298395477,8.79711846554306,9.13231092656244,9.00359090925854,9.02588683835864,8.97549625833817,8.84075123902134,10.1695490849178,9.43683090320481,8.96439172967057,9.50970735012694,8.73134288527306,7.87501601424592,9.29737432119782,8.7978207158506
"ENSMUSG00000028010",7.13409902953364,7.03376101610918,6.98003539340133,7.06105447999106,7.26417565326631,6.89264611575647,7.31046699102461,6.86167806687691,7.09058536435768,7.2576171073943,7.11492009965836,7.26141565931466,6.93069537974883,6.78710785039844,6.31321580582155,7.12716222725005,7.03432510731066,6.91340892258685,7.13215334453639,6.8221626986302,6.97318430952472,7.23102545286365
"ENSMUSG00000028028",5.41436332730106,6.01714364222111,5.69853222735569,5.47632849010264,6.36290816835643,6.37789851990332,5.77402231664174,5.77315809933879,5.95530341639342,5.8786110181606,6.47402772701639,6.37299869894839,5.78676389468822,5.89014855716777,6.26323754875324,5.77091715301694,5.34786482985086,4.59663639002924,5.70397737344799,5.08985205485995,6.12521365190169,5.55776110110622
"ENSMUSG00000028048",7.19258183520877,7.51997501122889,7.34112533088894,7.27884305955564,7.51007716909526,7.62851921004606,7.19141422185831,7.47498005761883,7.27093962420418,7.72013926071522,7.60396904279707,7.55028933833284,7.3370267571155,7.35985214402434,7.1337869637387,7.25018451128618,7.46792365009188,6.65702364940186,7.32691102321323,7.58687442176885,7.52727538230673,7.48661455954458
"ENSMUSG00000028138",8.52763689713359,8.31548910732615,8.44086824100308,8.4760180616825,8.4300266844307,8.16113621815298,8.46370380893478,8.41992757530675,8.54326522516415,8.88751713593442,8.39488480467864,8.23274023632223,8.4923237762902,8.37896938171077,8.40701760834923,8.18503560799203,8.32706654895628,8.37104711428478,8.3184327597995,8.38847062819494,8.35782791424696,8.41752743607977
"ENSMUSG00000028234",8.79001960423366,8.84896281603345,8.58898456953934,8.66363965610562,8.67074475221186,8.72340560345659,8.92031972092408,8.49575546815295,8.72862916217425,7.82898715670672,8.5187891569087,8.28028100473873,8.44100964537305,8.67016091923442,8.4127599444436,8.60593938755614,8.45426334739153,8.36325129174358,8.61290383850343,7.99336623721624,8.41794839377551,8.41239920185791
"ENSMUSG00000028282",9.5407674207408,9.28747525532678,9.41781092704933,9.25794200695605,9.56399083270767,9.5323205626137,9.57409734295656,9.18022900139044,9.62661054519604,9.54031637474104,9.65191831673692,9.57818113333388,9.73772561514127,9.50166415351621,9.89792143494906,9.5461572522248,9.57515578101343,10.124307081066,9.62401180767085,10.0173265167222,9.72889175407807,9.59589067800088
"ENSMUSG00000028341",9.20897196585077,9.24945350739591,9.39294231329796,9.30832606905662,8.26463881060953,8.79564700726059,8.34193645942264,8.39373931067473,9.01291695400156,8.71103665587407,7.78908368970166,8.29771252115671,9.78281183942165,9.45263849259658,9.75831575011589,9.8867878554785,9.60432322865945,9.00302308701607,9.36713207185251,9.27800013991175,8.98172166568222,8.52596871083285
"ENSMUSG00000028399",11.6451881790285,12.0720542749127,11.7192389115319,11.6640453580269,12.1518993457907,12.024115483448,12.2402471562113,11.9279542677646,11.929183122666,12.1156278324398,12.3956230393824,12.3045880385204,11.8644410283746,11.9949349752292,12.6630092499271,12.2095387456338,12.068530369193,12.2738649584616,11.8539275358414,11.2659183986995,12.3110219477353,11.9031337972175
"ENSMUSG00000028402",9.93405266486631,10.3304169045993,10.0448902004238,9.89403029447279,10.3633266336093,10.1921798804171,10.1424692207067,9.84802960304137,10.2471587240679,9.92575272532424,10.0740527457206,10.2591088058311,10.0365599711027,10.0020023031023,10.8343719807379,10.6451562099541,10.1790065134763,10.3322760622851,10.2632052309979,10.101901055489,10.3245497163948,10.0681226643483
"ENSMUSG00000028412",9.04670967034326,9.3905090630149,9.31943179855111,9.15907391995701,9.44167570374439,9.3001516994947,9.50087933402039,9.17144726318767,9.4625477914408,8.8414869373855,9.64072994854304,9.52982841785741,9.21990068031997,9.27811524586059,9.67236568675102,9.42883860739085,9.44416150498563,9.41484553293206,9.36520496934936,8.95322075020776,9.61058669168469,9.28681173025976
"ENSMUSG00000028532",8.64048097959694,8.46590605575127,8.58271466711786,8.75564662000383,8.29523684543834,8.21481836745436,8.663991713403,8.56444593615795,8.05874692650149,7.89056017263981,8.49413470986113,8.30921761082923,8.26606970903731,8.43986531428776,8.39546390952838,8.44089934968537,8.70911310889356,8.67173362292732,8.44789751547653,9.29978336933446,8.40951162732109,8.72936199803387
"ENSMUSG00000028568",8.84878291820655,8.94724619871324,8.83566142147388,8.70525763792043,8.99352041347033,8.72868740033363,8.84701310559696,8.65857456956668,9.06717596672047,8.56760762453614,8.81170366447899,8.79170487786451,8.96993708741459,8.7713656856609,8.86633621694093,8.74439482240751,8.67377673854299,8.78693868290494,8.86281262680818,8.63972714766294,8.59207201333814,8.63124672588841
"ENSMUSG00000028655",4.9095744129163,4.83321867852123,3.92542666513013,4.07252238973135,5.13176242902924,5.82807175097353,4.94101201459035,4.9090263573387,4.59090679408526,4.49067902145118,5.47584706702989,4.84368929181522,5.76124374874656,5.09552619889623,4.87916933852249,5.84486119479066,4.69632108204457,0,4.86830983153276,6.40635753284356,4.99600076647906,5.31556497902585
"ENSMUSG00000028693",8.44584998276814,8.47099852839719,8.45466751409965,8.645938135151,8.72044370724866,8.49451212829852,8.83983326902934,8.41249359583653,8.65967170776978,8.4222948663206,8.90015103092963,9.19666623859061,8.69798175420766,8.68909772680467,9.37872487785105,8.8166161196155,8.79004035817486,9.83687994778394,8.80711765003198,9.01707511051432,9.09916689955966,8.82894599560347
"ENSMUSG00000028780",7.69555270312297,7.41819113759961,7.25700060403564,7.56916627327959,7.40176339850264,7.54715033941251,6.93260415996186,7.17454578586252,7.69517176125927,6.76033385543252,7.39155643998978,7.57908778709667,7.83588195483573,7.37552399034439,8.38381693642531,8.40468367896507,7.91236005049687,7.91809424089931,8.44059519978021,7.93192124070965,7.30878053136672,7.92866513404985
"ENSMUSG00000028830",10.2101136923177,10.2000126696094,10.2585906458444,10.4588517801953,10.0075856965345,10.0912295052252,10.227451912426,10.3961831244714,10.1593415931966,9.99747140236398,10.0823466637466,10.0859905848115,10.0232019975041,10.2506374454791,10.0082339966009,10.0043903997847,10.1216582924088,10.4638573003163,10.1658214680457,10.3026895759818,10.127732219586,10.2940456053207
"ENSMUSG00000028837",8.50088647224779,8.42974636800317,8.40932866051535,8.30609860419062,8.20142424891336,8.22979625582584,7.94017812009626,8.2757859213128,8.45444829516064,5.70668483343234,7.96854748629775,7.68002066546992,8.28410176729606,8.44729970394375,7.4785120431799,8.42089187046731,7.9672770190938,6.84788063535093,8.21950433159876,7.35685334406268,7.97316790369974,7.8700181398754
"ENSMUSG00000028957",10.5265976800242,10.1293012610806,10.6179455372054,10.6432344509423,10.9999354058397,10.8918509821291,11.2343985489382,10.834091138729,10.576663757947,11.1784895620983,11.4218000114962,11.257035640368,10.8311129251001,11.2101790360505,11.1371899795133,10.790240346523,11.0309685817989,11.0208713843283,10.6239034846285,10.0658061801027,11.0518337505549,10.927075157452
"ENSMUSG00000028977",7.72226602265219,7.62422037777756,7.88030546490396,8.02310031239953,7.52736446140291,7.27125165036583,7.52262038289205,7.65585775353053,7.47202506574626,6.38580910424811,7.60396904279707,7.55995283577375,7.69472668308864,7.68317443888358,7.7199603454697,7.63069446411688,7.94464844464929,8.20651595422396,7.54688616339244,8.7935025750302,7.91475189540476,8.12952646015683
"ENSMUSG00000029119",7.42173705134835,7.5871786308205,7.73521455769396,7.56916627327959,7.58628902893417,7.61717230727353,7.41078166365074,7.91979833329319,7.66029598614108,7.56512460164993,7.75983408839765,7.52090429835125,7.48467611846091,7.45142697110489,7.44527862527509,7.44504494133816,7.43583160231272,7.07486124287198,7.35048057788197,7.34642521102013,7.17580917660019,7.48661455954458
"ENSMUSG00000029135",9.23934401654486,9.11603395265009,9.20162702928675,9.41668562041977,8.50611454986547,8.66399260494998,8.663991713403,8.76163854949919,8.73702162911324,7.48754525384355,7.95312439290679,8.47161470983609,9.07724350589691,9.07953652113892,9.38458070804079,9.60231127829404,9.53178719784997,8.63335508581075,9.3141748705662,8.77028566255608,8.85074888687751,8.90394230730494
"ENSMUSG00000029146",9.14623962030902,9.20123864069956,9.17894584497596,9.19603583324476,8.84286780150863,8.97524485589774,8.91007265507869,9.16924345083502,9.06717596672047,8.50336451510235,8.76830030644469,8.72455041749925,8.77969027709269,8.94683659401576,8.45789391322874,8.98141220606878,9.0130550566999,8.51168509224654,8.9958057028481,9.29707838485024,8.74742522567801,8.94358678232515
"ENSMUSG00000029333",9.73691809216474,10.0983723865945,9.76930321526301,9.78503841312665,9.68639274854872,9.67594939637849,9.68442741132274,9.70626752951359,9.7711851068052,9.71499863688188,9.15730828126323,9.65006485965545,9.72952411058338,9.36703467152138,9.59113339117991,9.84235018995543,9.7087320254923,9.43729686211474,9.56982028814875,9.86675562229935,9.36220005256961,9.42308573227315
"ENSMUSG00000029359",9.26682333556127,9.46130789369195,9.24197360993065,9.38288795968786,9.14119114734638,9.39621936237842,9.05352371726971,9.33570014037299,9.1781724074405,9.23082521852675,9.01601459590535,8.99416200404156,9.00840881026007,9.21200469995142,8.62055605913747,8.7730874201308,9.0367847030875,8.29932008234869,8.92953757815784,9.08764491868601,8.9471646413299,9.06946594085136
"ENSMUSG00000029394",5.34729982780798,5.60024643439908,5.17262541348962,5.44391507459617,5.83376364077546,5.42147455122691,5.35772756136532,5.46357668090482,5.34335241711819,6.88658810757743,5.91849082430253,5.41180603327752,5.83648855707744,5.3064377672725,5.46990113251583,6.00394754761007,5.645956010891,3.31050731400164,5.75196413927782,1.124714596383,5.55054838783146,5.35886089853051
"ENSMUSG00000029410",4.5995967998345,3.61502265625106,4.55724826183029,4.73959936800269,5.26139358236047,5.36832090323555,5.58083854885636,5.03055012169929,4.48858926583311,0,5.63895613383599,5.5345100653893,5.08368290931389,5.60119838997491,6.33757032014137,5.06802075126327,5.57700656097445,5.04946256939328,4.77848955559834,4.98619179130161,5.69639079664666,5.48145915415018
"ENSMUSG00000029436",10.722077877868,10.870897806797,10.6831353250348,10.8743933025706,10.4394969981355,10.600681105383,10.3824950411274,10.9725974320596,10.6840124144372,10.2956002584518,10.1627643703399,10.2942698661292,10.5134010952131,10.5333459543882,10.0839651142594,10.6537537121597,10.634126695042,9.85366996276512,10.5663568707211,10.5691256114478,10.4189904955037,10.6515493887683
"ENSMUSG00000029598",8.48147071670755,8.58342249381132,8.68283716907094,8.54640527758718,8.48414928941677,8.79060517086301,8.69217222113716,8.77329354799991,8.63892219704501,7.56512460164993,8.61012382401945,8.5268598407086,8.67082645406052,8.79777786586551,8.29333190686709,8.48396284578795,8.58584667970029,7.18509966212506,8.53960992310961,7.44746228357972,8.62523863447864,8.61794271913901
"ENSMUSG00000029674",8.37185625432391,8.58342249381132,8.50858141273504,8.76879166465883,8.38805918323893,8.57881797219152,8.67613653839705,8.95057211495038,8.6299373729308,9.27766942707297,8.88938713735111,8.88691608071506,8.5418752681638,8.88248150870693,9.06538111999552,8.74439482240751,8.75144845204419,8.86630223892481,8.5085187164882,8.98045204344718,8.92957068379553,8.97523194220322
"ENSMUSG00000029701",10.1087259035341,10.135728963156,10.2227503372152,10.3015457400933,10.3341535233145,10.4473402970445,10.3575747164229,10.1242902027916,9.8913472521481,10.2993888248474,10.3753661988599,10.5300818549332,10.1154696307292,10.3007463979337,10.8149884235177,10.3098096294675,10.5534222339152,11.643107619872,10.3160372199624,11.0141618465216,10.5714135302853,10.524219389674
"ENSMUSG00000029712",9.66988440424642,9.77923870270831,9.60887064575544,9.65656552234426,9.38827172468097,9.59149874285089,9.3749086818018,9.6393803174617,9.52041463206031,9.12378950173697,9.3831811233228,9.34656355840588,9.4389325327481,9.52644376461315,9.27220200946597,9.24533669292859,9.50574461619801,9.23430369046805,9.46395179088426,9.56558646216612,9.51354660260904,9.36852264057772
