"","gI_1","gI_2","gI_3","gI_4","gI_5","gI_6","gI_7","gI_8","gI_9","gI_10","gI_11","gI_12","gI_13","gI_14","gI_15","gI_16","gI_17","gI_18","gI_19","gI_20","gI_21","gI_22","gI_23","gI_24","gI_25","gI_26","gI_27","gI_28","gI_29","gI_30"
"gene 182",6.18602745284524,5.5785740415723,4.34108195935932,2.3138858691292,4.55936316205751,6.09554084578367,4.58204076496686,3.72771946739869,4.81703259937855,4.62899667535461,4.60005267569887,5.38989587815042,5.00983972514055,5.38102161075368,4.49573217770746,4.01287033025697,5.21115889950511,2.84036644299204,5.50827169464058,4.17377422595192,6.60526605488103,3.56632471043925,5.10509345890103,5.18621569232007,3.88152146325033,4.16549921160448,4.28061770874717,5.2421566282908,5.75644294358918,5.84561959089899
"gene 183",4.93992784280789,5.16126033410975,4.26512860996216,4.78353269562411,5.93778139385179,3.61770880724444,6.05115910932457,8.01372979608632,6.64799911493745,5.53375072905378,6.53691818114969,6.41304428018092,7.11999646447979,6.8781706448442,5.46747743480271,7.1083860927559,4.83367763375209,6.26611108475991,5.4218173342439,6.47775294845472,4.65170238456996,5.80468089762643,5.11632502976209,6.47801157086059,5.78172177112944,6.98533208782799,6.42120588972219,7.28988587369698,5.61884651705912,6.78771934406199
"gene 184",2.59051348622343,2.83572289076458,2.36342350478555,2.12275774752272,3.18895833276294,1.64025428045127,7.17967936368261,3.55747964987114,4.17591904784198,1.45550525964733,1.54665450711685,6.8929754662995,4.63362487287626,5.45861838371788,4.86002069630389,4.45152217994737,4.32945852537289,5.26439926998804,3.17391618974916,4.10854673640085,6.01023505567901,1.14698507019529,2.80321045134053,4.39775708820366,2.18254946799294,3.78569140849899,3.94037302822013,5.44680686325837,1.83370118459515,6.04370093463739
"gene 185",6.65087551238659,4.77950552241032,5.75418261298115,6.05779624149239,7.21072930182118,5.17063230726604,7.00986678841124,6.33314520344077,5.90995899876638,5.69861995516006,5.87670281937004,5.64817366092962,6.94089684335366,5.29314709413984,5.84724588309713,7.36605547476293,6.80608581536239,4.90547821786864,6.31049898548185,6.57662325608049,6.02994742222482,6.95997023260202,7.00042139746778,7.15942363150605,5.43897543906357,7.02201655952837,6.72537052508412,6.62208363345973,5.83826001289129,5.71082742733174
"gene 186",4.05515153887651,4.6866282963665,2.26694464274913,4.3272371629938,4.6385197784554,4.15029656877306,5.62891693368058,4.40741249808671,3.2906682942503,3.59524855960003,4.22823536915136,5.7879149618529,4.95264359245234,6.94075812606836,4.30064454443846,5.266943656623,7.43852154710982,4.249588180754,5.75405941531033,5.53646525844885,1.70361079604914,2.89106635835051,5.32691988484348,6.65955337605047,4.14136458586278,5.52340601794111,4.16832769720574,5.92780959444507,2.74073634849966,7.15318088364031
"gene 187",3.30419604787858,4.63615007534281,2.73245729403919,2.33933869247649,4.16142680087979,2.48443445062234,4.32817382654926,3.26894921912251,2.61153364174694,2.57769615234644,2.63833545508725,5.81122555670166,2.66493775885767,5.04702492556522,3.48740609770792,4.12617398996808,3.77495403032664,3.6587534459209,4.00748375925302,4.89145407803812,2.26006927309609,1.50735290813537,4.40978495910281,5.40336364779816,4.24855139220878,6.30025786677052,4.9919168592433,6.23844870476629,3.87162000955477,5.43063625207342
"gene 188",6.1235792665333,6.528108632266,3.97908895070057,4.04374246553686,4.64494173070722,5.22081226628416,4.10538555076958,5.75046482590095,4.97018136597046,5.57232524990923,5.54346704250326,5.90655881598711,6.31871851959546,5.6384800531958,5.74237881333212,5.8231534803446,3.87577668722907,4.16195660790153,5.049328503101,6.26277660917705,3.85996952277105,4.00814306516832,3.94498146080503,4.61870692789155,4.42600160897739,3.67560434827753,5.65207180324447,6.28824851212401,4.72473335766917,6.28182164404085
"gene 189",1.70254919036267,2.3549266653033,2.01791136648937,-0.179231935722055,4.03918983316001,2.47401554469607,4.92434392548224,5.20486398039267,4.4900800443472,4.79810756957458,2.71194212120403,6.04910521974137,3.679079663084,6.82085790035204,3.46903975202121,3.69727213463463,6.23144242896724,4.56911530613617,6.79044064176105,5.92868903329084,4.01386362318668,1.65127405962327,5.33641524998225,4.18180221829773,3.44117167818578,5.34874058910091,4.24589287076725,5.13778533714838,2.74774057474502,5.78453852177677
"gene 190",6.80061677049504,4.58421520386633,4.80122145327538,5.63205865114903,6.07127835412156,5.53899356589267,8.1004628675939,2.51398770572532,7.16207878028083,5.02168510211153,4.03420192921073,6.91134128793918,6.52662851243052,7.61981243280349,7.10146291063799,5.6248701343021,5.22764506921413,8.36474680607368,5.00824575788388,5.87267564363974,7.31281779527099,3.74627439991281,4.09733612181364,4.46996156313888,6.27535854244905,6.18147760583381,7.34335251626899,6.28830064234076,5.10680010318684,6.35696448730969
"gene 191",5.7038148961484,3.82345776622402,4.49991857588116,5.95222071073967,6.05928143270163,6.43874539261263,6.24508466136735,5.91779647249286,5.19819676167538,4.1762164915056,7.10637397594232,5.64797299631966,5.0936347198183,5.61033235578129,4.06082714705964,4.68247678277466,6.15895735419817,4.32392104122706,8.41471069791786,6.52642732397391,4.58967492252063,6.36084895257972,5.68727024362473,7.47160143870434,3.8284963145711,5.44937574692563,4.37489085388529,5.97977515289003,6.01573106177954,4.08453451890917
"gene 192",4.97482378676342,4.2571754289869,4.22054946622643,4.10631494882643,6.47109924766935,4.29063255996404,5.96468261415517,5.42673037474625,3.99555458573388,4.06353074425195,5.00371373826281,6.97469089672034,3.89236567001464,6.27358294709891,5.94461536146211,4.74895757579818,3.64120378825375,5.25432221983021,4.41704288893725,6.16121446420255,3.2623569410283,4.89122842884873,4.3359353996059,5.35411333664214,5.44380339120877,2.24243040683179,3.2895290455461,7.37081377300753,5.45166923352589,6.03187222477999
"gene 193",4.94202272972223,4.13678112297361,2.80900190146373,2.77439822222436,4.77150027295751,3.77376240672628,5.77944023602687,3.50140297349046,5.68517026176553,4.07260990808172,6.04450663226475,6.48732666573518,3.67201487088482,7.35769153913015,5.91922957614927,4.72256117725706,5.52710301910161,6.17704834085887,6.93997826108171,6.31120406210483,6.2483668948255,5.26926681080534,4.30068296984321,5.49310292359274,4.89010896409742,5.88831813444745,3.19876093936591,5.71298389412055,4.31923150359995,7.55753503988944
"gene 194",3.05270764425494,5.00767614328208,1.87868436374356,2.21948489170109,5.22335506045738,1.89808591542236,6.20846160646763,2.42350322124392,3.50700042692255,3.53178035048281,3.77582068511334,4.75026123042022,5.05102347862651,6.53347028489472,5.3224407055074,4.90875512933481,4.63974779656752,5.6079171349525,4.8625095377029,5.60523270851118,3.8375772504832,2.76564457981738,4.05560327374086,4.82624972847553,4.5050604139888,5.28465835619095,4.66075673239645,5.88088916228005,0.567716843126306,6.29464148929448
"gene 195",6.16187324501626,2.80029220858371,2.77736895380356,3.85943907875394,3.36910636630281,3.62569034690988,5.67800592323481,4.35797516173582,3.98554988591672,3.95416918980119,3.73563356063872,5.36463890828145,4.26708285730096,6.16106033904992,3.78732764381218,5.4065221896669,6.43400218778997,3.870542286214,5.0935561633601,5.06395531242293,3.70684715765454,3.06448867026485,3.37395162310691,4.86424720883323,3.76401715675031,4.68748404509229,3.41709973195776,4.99900096122514,5.19048738756298,4.18931506108929
"gene 196",2.23428879149296,2.83723026265434,2.06837742504882,2.43087394253326,5.02000785762764,3.86093377193157,5.80101900805184,5.60670416760986,1.82047058563055,4.03565277984909,2.75673795882234,5.09298250573248,1.31962636439571,5.77086431090793,3.62399722875712,3.20238849527791,6.7783793971465,5.72332100201157,6.44247706119517,5.49020539706961,0.934505765648325,1.39101715103667,3.86706795538573,4.74467754118326,3.30419457485473,5.2901636075176,1.96373275721318,5.38695973371051,3.90157695149768,5.37713309364529
"gene 197",4.24059127176769,4.96364299045027,5.00505609668677,3.18532576040871,5.03188868691507,6.13528741804581,5.15337217192868,3.76634659731867,3.12269315815548,5.30450659092597,3.45630916116123,7.29728801372111,2.95410524158796,6.84027029064338,4.63261636772161,3.3770025618354,7.46099420976854,3.90194748224786,4.6984088656696,5.45009956958541,4.18963380810233,5.02162025863872,4.0988629591786,7.03400843192117,5.42859086324123,5.64668913508663,3.60057326066161,4.48797776528815,4.65073426326807,7.0209308861097
"gene 198",4.71206230301348,4.49216334638595,3.30889556878967,2.31946846777789,3.38652817411186,6.7508891384694,4.41184935362759,2.23745246234896,3.75140847300891,3.37525731907251,5.5552350142447,4.74117927354935,5.40322365190775,4.00221224456114,8.43562619713242,4.25599915554749,3.52650678460004,5.27402224937773,5.06227128349819,5.61528487338956,5.35352491167608,3.21003697571376,4.8195569057504,2.54685164977908,1.87658355051602,4.57119767344938,5.84162207394344,5.47028944231929,4.308794811978,4.86085389000862
"gene 199",3.2969284729124,4.69186469947393,2.50955184159563,3.71136244003079,3.25391422900345,2.26166801697007,4.58559033057268,7.02252575270946,3.62363030555742,6.78300572988791,5.61698628256398,4.79153635601623,4.66347600509808,5.53713921167787,2.70890708926948,3.41632142186963,4.1884726937792,4.75583926596352,3.61348554593415,5.85123514136095,3.25914266563658,4.05388674626454,3.61746207720902,5.84319194762896,4.38382449333286,3.16914389108668,3.14461141349739,3.57449241298702,4.14708571313947,3.43379066509707
"gene 200",6.28151959148194,5.8198381630072,6.33992690899062,4.93471872485471,4.78807049626636,6.7533843440613,4.71533063338567,4.80805613645771,6.04467583553923,4.05698917274357,4.70481707152937,6.62264060200861,6.91505071700872,5.5984931239183,4.37995856548128,6.4859161781277,7.43296614214419,4.29317715540856,5.63173323379623,6.09315766340876,6.40574940430789,5.57730607756975,6.34955229188662,5.45523023248878,6.1179387333297,4.92479540423654,5.8767849917599,5.92926600750736,4.42564625989683,4.88122377549846
"gene 201",3.64233617181238,3.98133623335197,3.18866779003843,4.36156715641898,5.54545339587511,3.80964970038798,5.48720434370186,4.60255881794165,4.14487891623297,5.66824087647467,4.40707549108699,6.81516397015303,3.14077239972939,6.07552831494687,4.03532086489826,5.57492085614127,8.05509176681338,5.76380575027025,8.22789847985963,5.34993947973631,5.24707540647827,3.64371668266798,6.19871185827809,5.67853717715572,4.7807777080764,5.13473413450328,4.39645614624317,6.83900148369271,7.12519660844597,6.51411172498569
"gene 202",4.91921288412537,4.24620735389444,6.19410372383103,5.95169696305118,3.09028425136179,4.11721087154901,5.7608569318937,3.35787585422712,5.61619563052676,2.62404894507268,4.46389396861352,5.60284404137023,2.32176163729505,6.32724344090211,6.21249843489785,5.30138177750248,5.47838504837289,5.51960874483243,3.75806512220324,4.06046986078287,3.79988879290689,5.476599005314,5.14655672392585,2.501349621131,4.05113861083708,6.18933232024892,2.85962243428185,5.28237291819921,4.49341149231032,5.83430075090532
"gene 203",7.36625640645715,3.68309516613152,4.53895917008557,3.45026537417568,6.28534726460582,4.59543869867133,4.14995052848297,4.10004415644167,6.24258665609802,5.24298793021164,6.34598608092114,5.84224525897887,5.05556144837427,5.40259821382371,5.1808994072971,3.86582070196113,6.04010225566161,3.00874128958453,3.69016486123346,5.99843370736775,5.7735775984815,4.01982468487634,5.45950950365424,5.22328191797467,3.84936263849321,3.47403758248056,3.28782675032397,6.21827239811924,4.48965894043487,5.57455125068277
"gene 204",4.74548235995079,4.46947683944915,5.80257024847234,5.05429730594917,5.00281794272324,4.26602482516909,5.6368958275307,5.33780871509977,4.71444049597195,3.84940251325286,5.60486679133951,5.25054928209234,3.82599581500203,2.9300227262582,4.60360749575921,3.45923580892657,4.34754764368028,4.14921948417784,5.47584529910328,4.62727520371296,4.24635880369387,3.72596803944058,3.74048021589488,4.85848390258237,5.00254942117293,5.85517328774754,2.72333021053319,4.90066052822559,6.4270596092232,5.05983239090128
"gene 205",2.02143160930351,5.63965691855832,3.56070391682984,2.59737252258264,3.46049280994215,5.35238485463095,5.50462172306558,4.23374451402444,3.50131383758201,3.14909568161959,3.5734343566132,5.5398009383294,3.51957195732851,6.58282668512284,3.75423380343322,5.88052516897887,7.10841875171192,3.18232241218268,4.49176506981622,6.32050915007797,2.26059608323054,4.48132823002387,7.3087943976274,5.95094702230203,5.26187272256693,3.50158271958237,2.76581778682925,6.45043993525509,5.3310536869021,7.01597140435538
"gene 206",5.15410692841664,2.33852114325838,3.81953458783932,3.00034101243291,2.60615294495842,2.48085386153433,5.2446911313089,3.78423262520101,3.60548207694077,3.49929247072806,4.30663775629948,7.36357236594693,5.18498750764659,6.13513492029366,5.44211745436245,2.88274939735891,4.12588565488949,4.90337952087625,4.70057492109933,5.05314918592989,2.5056174753525,3.69416260620739,4.55627882730276,4.03161867348653,3.53266410064872,5.54754313191802,2.3594341788038,4.39966743920149,3.41750421280106,5.62576814145889
"gene 207",3.83454960593023,3.08801195844247,5.02324403415474,3.57369262187277,5.35421440468191,4.901921240623,6.37310437984479,3.62866845450193,4.25247518739457,6.07625496773301,3.54989627903596,3.75595881242743,4.90920278418706,4.65618257089457,3.5863644142568,6.15033345205283,5.94637629310736,3.77101054398223,5.17849766616164,4.70451568093072,5.01424942359838,1.08476909078821,3.13731762903909,5.21294835124421,5.89800452823713,3.42474866375155,5.12077681935198,6.13428810763737,5.04225277642165,4.68952930509426
"gene 208",4.42561259362104,5.55756338958376,1.59496703626219,2.91763454578843,5.84952047348012,3.50317435514505,6.56627243061208,4.19690266498458,1.52823379073459,2.553141409737,2.72207265407586,8.17996060437829,6.13187017544684,7.59706708448832,4.30913668717773,6.50400547618603,6.12518983269292,4.76194894047586,3.35410662911654,6.38177483513335,2.96526015098804,1.00483582543054,5.95558846812599,5.37113391172439,6.11928922937144,5.19781520843414,3.10125221370897,6.39609306839427,3.58325540165083,5.95491862628238
"gene 209",5.16880793926664,4.70978725989795,4.50572827175621,2.51982070867281,5.65550853914197,4.20155487044634,6.82961268616411,5.2000322920078,4.29150593247381,3.78848764122132,3.95743715985,6.84553409796485,5.63204900838987,6.86559664795488,6.35064596729424,5.05389113871484,6.59934390722097,5.88720462763503,3.11620201697241,4.64080638306999,1.22144773975404,3.330656751319,5.65300695889013,6.31249447192262,4.88496898353941,7.37115096267169,3.31022714053496,7.34354555015905,4.79514622796166,6.50701529826979
"gene 210",3.42177902177509,5.03720002453713,4.62898288318129,4.58456405076324,5.26171397080997,6.01876029319069,6.4404785064853,4.46585607268524,4.01402520251013,4.85623311184051,5.65946250133835,7.85091272580731,3.68969690123314,7.08862569019058,5.67205718895075,5.36476804057227,7.51302930799411,6.06559921162072,5.77713535095531,7.45740546241707,4.39724977723719,2.34111830082996,6.01703449701022,8.01574445039395,3.1345606967334,3.58818864838513,3.3524807373565,8.16487669617433,5.68317652292479,6.91747974127998
"gene 211",5.82341018981815,6.34907220519204,6.87231255885407,4.03594486314229,5.09281774654114,6.9389659209578,8.36802379746639,5.80467085758054,5.54004827147627,5.90347743372423,4.81214628526516,7.06734575086968,5.97127585040926,7.6650734330197,8.27754797623761,5.0123828997683,5.46363310445092,7.57851984647789,5.057610684785,6.47978553652795,5.44109987706066,4.17642046188142,5.57761459205088,4.86876568040376,5.01080175419021,6.42377648776972,3.59057270935308,6.5721917976474,3.16939338281301,6.67649763751373
"gene 212",2.88853060818054,3.05645136263563,2.17500366183762,3.61562089200646,4.30101701957377,1.43956606348091,6.619704150217,4.43821534296067,3.47903893369523,1.60300032975537,2.89643552800329,5.28640492176211,3.4544936762696,5.43866874165346,4.44684302464719,3.79272471242405,5.93038960394206,3.22388890492359,5.1566537034314,4.92098241090234,2.88160551697259,3.03411754617261,2.96250064611918,3.52620134209827,2.68962225946935,3.98443762405214,2.63443301965936,6.80572464262314,3.2950250205516,5.29150511704445
"gene 213",2.33601677497437,4.60839315310063,4.83594990232683,4.41845279334136,6.35903816472447,2.45240744035246,6.07765372644952,3.41589096355455,3.76543768651269,4.79613727954452,4.02151886666437,6.65913876987406,5.64808613425327,6.38636921022386,4.47111171545424,6.83723503267385,6.75202184395546,6.01292836804639,5.82119523570843,7.8426651875251,3.55258136248304,3.63972067945182,4.57943585585152,5.4398408936264,3.62934010449384,6.9707275497842,5.28504175899712,6.55038368452671,4.89950176816491,7.22081226305952
"gene 214",5.60071863499119,3.50360060341104,4.28137840971405,4.94179764711139,5.77654381515574,6.60460284193838,6.83851016553414,6.27442807891296,4.55803187982327,5.32904783455218,4.8879026356332,6.88463268187303,6.60440685604197,7.05732439480441,4.70362279715828,5.74068097430047,7.76033010428499,7.79927364064642,4.35722865131988,4.8174329082296,4.29582691556939,3.79321566706468,6.94513515402812,6.60706273612649,5.04423967774976,6.12033064016493,3.78804255713253,5.68691753156034,3.90245661855348,6.85093021085141
"gene 215",3.72110422213446,5.98052355631502,4.3531684557566,2.50749393270833,4.19054444333481,5.11501324047497,6.02350971770385,6.33027806015705,2.94006785567397,7.04244972445586,3.23694609921609,8.17080651013908,7.2233413530535,8.70665779746214,5.72052568386434,4.16514620209455,6.36370085013468,7.6649455593203,5.37968343767883,8.29858683207355,4.83588669171158,4.59668508009018,4.59970203608708,5.67631835578018,4.90506441783437,3.61775988906263,4.01214253978355,7.33684099210844,4.79725834625149,8.04608556069953
"gene 216",4.69376302062985,3.85078547462197,4.69103299135758,3.6086694265218,5.06459324490617,5.27201764383478,5.60392060525818,6.56656710731869,4.69176198891439,6.80172851210583,5.60660358603804,3.6396396565388,5.41308037976188,5.19696651733715,4.20135837966108,6.54800183064881,3.21944220140417,4.39575881179836,4.19221225651864,4.95370735657039,6.57709958186466,4.84609338735485,4.2243269110809,4.87254243249837,3.7278782848196,4.95532069710273,5.55269189231931,5.19716003449625,5.47175389302012,5.4836852335339
"gene 217",4.53519325147228,4.71914805116832,2.61547437359813,2.87382948834608,3.8215290640125,4.32358989041179,5.60338314865861,5.12969833227299,2.3269959758715,3.19849262984352,2.62153424642264,4.83414263443691,4.97731198870323,4.29415608933225,6.61943797669622,3.29044432952169,4.21994149474608,6.69389684335697,5.10402807738666,6.43560553273733,2.81441213221783,3.15755290200395,4.20911761471234,5.09701861182934,3.06554896393986,5.21164634729508,5.04299160568185,5.2106553675699,4.05442543092206,3.71761706709955
"gene 218",3.46800257784281,1.18307596816378,3.40001646806158,3.64905068243862,2.89963296516758,3.02872779813015,6.41543392889582,4.61784966233953,5.98237350574911,3.90416154255344,2.88364368784683,5.87885687395572,4.69486623347261,6.13217117575464,6.1440812790067,2.11370260104023,5.97036377693226,5.40377234247955,4.58543149359674,4.28555642482893,5.14857567015294,3.00230596631397,4.72773003739632,2.06172989344752,3.46761728803437,5.91227809721499,2.7005471532502,4.75721577513595,0.886904319717963,3.53028546709874
"gene 219",4.03167596483449,3.69099877229713,0.648233137200537,4.73911371835757,4.26047005957545,2.89684963802856,6.37488711919156,5.74611345189719,1.66489946950274,4.24604547570603,3.80673765552503,7.14606198549306,5.0669314264768,6.51032862130835,3.91351108930988,6.2423839646819,6.6084679008609,5.1614143126255,5.37185097063617,7.25971455453186,2.10096301985065,2.55680977476583,4.23329087766484,4.62063985801215,3.46226115864114,4.53073647491556,1.52984942124928,6.91645769763292,5.79058990857527,6.25306825641508
"gene 220",5.13711102321785,5.81273241124752,2.76810916238403,5.83238530535231,4.63764945563928,2.57697518130476,6.32988804140011,4.16482296049548,5.21916980337096,3.82574999087195,4.64779969458099,6.42496637235559,5.5197449698477,4.98687779997661,5.29455637670444,5.5675333836687,7.58679252066658,6.60967851202922,7.20426109814368,4.47897218022368,5.67822977007033,5.17420404723008,6.42531859317828,5.79584403029491,6.12994811651595,6.28200463400092,4.88261886793794,7.07574402345718,4.66256454438571,6.13284073743539
"gene 221",5.01894889109986,1.74902886235469,3.33430511205257,3.06205865515305,3.92321078082479,3.2555775295196,6.90388385996168,1.07493142185699,4.22917244605278,3.83033641791247,3.0048256002815,5.81828205028672,5.53446978955002,7.29829321589848,5.45720956322952,3.43130995717418,3.93043288097486,4.19181088970878,2.92620904772213,6.74412365237005,4.61084869976796,2.99438125240024,3.66969619011638,1.88975042674701,2.70939167591916,7.83815925049047,3.97661788963269,6.70151211996749,4.0345276030932,6.61792520284427
"gene 222",5.2921587199862,4.15233806258738,4.81294780560211,4.45152021409459,6.50057632702174,4.90520520390247,6.41232117478738,7.31944405216531,4.26616948230096,5.77405053572468,4.33221650880244,6.69279135220779,3.49564254545967,4.75588948928849,5.09000775125637,6.15986415162487,5.38656184409735,4.40786386431122,4.99984006860768,6.51726584361969,4.17731678839122,4.80424024696672,6.9461998005559,5.51642786191386,4.74019228732372,7.56815854614322,5.04836061915303,5.98836247463934,4.87122835589778,5.36228896175837
"gene 223",6.00926401712859,2.85829117996525,3.40062272192,5.06436531313106,4.76877959994838,5.78965847099158,6.56184542406475,2.74350757224625,6.04155336445637,5.47707750611977,5.65131665017576,5.60353913860918,6.740731438628,6.64912378204898,5.05997812067042,5.00947245448967,5.77441719199385,6.42726003067795,5.78843622937506,6.06877582744268,3.869678746929,3.30098022392399,6.01083385135456,5.79837664195132,5.87583432897697,5.62169941944404,4.66979047019055,7.19790430751952,4.06825854862431,7.63774817501461
"gene 224",4.84148405122329,5.18029903810092,5.44669656854151,4.68780412400516,4.13275312247814,5.13876426845006,5.43029095467198,5.23654729111984,5.84163537037032,6.65914731680502,6.00843034953461,6.02091444769068,7.1818528530582,7.29827649682599,5.34912566107525,5.35491245649703,7.92875982439161,7.75376631710789,5.2763769841763,8.01269424488516,6.6204857431432,6.43190728577343,5.139872628156,6.37657230776461,5.66033507462051,5.42898791044603,6.69952217025791,6.03747420979564,5.60464068315374,5.05216302482565
"gene 225",1.75636057250259,1.64616839386938,2.30484021581238,1.13199250714939,2.06811870156882,2.16767628163304,6.49288100490955,2.64568835122426,3.53553771037878,3.23768639590021,2.91730176278675,6.08898534814467,3.15455660519784,5.02904595139004,5.61814622303535,3.95598659964382,6.72489178057459,4.36590444006047,5.25243435523116,6.16495797304173,3.62327141579768,2.98778475159007,4.01566649595667,3.60203228905895,1.66307327411656,5.28987565873809,2.23556008049842,5.68808911593314,1.32728495274532,5.4158582770659
"gene 226",2.80957512350348,6.14667552632141,2.84709653575235,3.35544559954316,4.34111700816393,4.22867935081457,3.66356200598746,2.47324360169919,2.68967684653535,3.15434315708657,3.24677250332649,7.30762213632913,2.76263779894654,5.34670815657491,5.16079445682692,5.25770991322012,4.69548865535868,4.63608765474764,6.13334965842792,6.91796841482678,2.70449866715969,2.00555268403711,4.42248422339022,3.79283362005039,3.37794174685799,3.16681386826727,3.16387119697836,7.30759167494718,3.22352326930937,5.84099453235051
"gene 227",3.49190392720422,1.49855109549893,2.24716065369776,3.19632551027835,2.65847432023212,5.12613105607177,4.12048815452652,3.69127741981565,2.21377399927633,3.93964283346975,3.53700588419037,5.17375220842871,3.64907851298544,5.02273886544667,4.95042480606544,3.19776215501409,5.61965003435703,4.35286017111454,3.26489374846286,6.23178409512429,1.89466838679925,0.720489367653083,5.87912441063677,4.67975086705905,2.98888754957426,5.45330953533294,4.11850878048079,5.69198626496495,6.68368328075218,5.05098466628495
"gene 228",5.06581093801039,4.41548611806458,4.83295040654959,3.34111473054229,3.88512161151,4.66702011026737,7.06967247366081,5.17554351373958,4.23002168037034,6.0040544435575,5.1260107191508,7.80153369314049,4.83994625732662,7.85791260131175,8.46154872401334,4.8935669879034,6.8747674598226,6.29931386369068,5.71999532534298,6.57096140835151,3.46065359583195,4.36437340195266,4.87977158528213,5.24861297326447,5.9946751961096,8.07851831812309,6.00407867749033,6.42551077932438,4.99463037759302,8.32225010755247
"gene 229",4.59400887208752,4.1364314609376,4.55039575283659,6.00776440566917,7.39382888047793,5.16609777369002,4.57816552672339,6.69382445726183,7.19955078660911,3.11343270816052,2.63894471951883,5.72182284803591,4.90001669751297,6.07623421566141,4.00868490868973,6.24825155887024,6.23096907312986,5.30643314335794,4.79496054685434,5.5446579529665,5.04832006871678,5.22517746809401,4.28279004095227,5.21254211813756,4.79718825410085,4.61595596767763,4.67168930187465,4.62131510519176,4.77753652957275,7.77652354021594
"gene 230",5.46866078818679,4.62134120001843,2.92449972465746,3.37850480947824,7.38072908935719,3.72858845980874,3.21808876733785,3.52011236634488,5.41368575387489,4.68177386196601,4.75788352137048,3.0960436783583,6.59439131824372,6.10350765112442,5.8873909761422,4.29986209510944,5.8644073048564,5.98251200405924,7.93230485563029,4.52747124165047,4.51983220016246,4.01506152331729,4.45574381507927,5.40243274744878,5.58823248632036,5.14749268522885,2.2589192575029,7.14439236884485,5.13743767091736,8.81692605949113
"gene 231",5.88159181784555,4.55628149016508,5.21999507022814,3.11888740688554,4.89579881486681,2.50897116991423,3.94797437530441,3.48977300119377,4.87375791463112,4.34488423167537,4.36227484209395,4.53557776850341,4.90703072836796,3.81043793845452,5.74211722156073,6.80318812894175,5.31831173282799,4.74538545838986,5.24711230741279,3.52455675783327,3.26410941417336,4.07225858540734,4.06385552778371,3.73448703798628,5.74464403342387,3.58979033298575,2.85632402728998,5.63710898164484,2.75798448858229,2.99149737471105
"gene 232",3.17157005660976,4.88325581021988,2.80316937525334,5.18555682325853,5.62833444620716,4.62688988574746,6.80890957859533,5.1256455375862,4.72322359055228,4.37153272072419,5.01093541593676,6.75755784245336,5.27639514217968,8.66097641154969,6.13850230934828,5.22521402118952,5.71238391181793,4.64408024355151,6.22790521889908,8.80933379479302,4.14750248818887,4.52765769654155,7.54873563827682,4.5457401483768,7.26890166013312,6.17599054866039,2.99015594055315,6.45530990660424,4.59544437021765,7.20935934275167
"gene 233",6.1313494165031,7.62887812783394,4.26313750078075,7.12589659586948,6.05058577525932,5.20153695606982,5.86451346281985,5.71477870019858,5.6903450534705,4.8964812413727,4.7687726227483,4.75870578556064,5.46819118319551,5.77674136294435,6.03150018020882,6.2207670262515,7.00254572056465,6.88403670081974,5.42064147466269,7.06153661915146,5.31100791019775,6.21853725827263,5.47951842693951,6.25436450837638,3.34355668040093,7.13297625963148,6.33419008182839,6.92393922223161,4.54665417711873,4.76978718270729
"gene 234",4.41558622756905,3.76665026011112,4.17852874493797,3.34875115039477,3.745870595391,4.6854560929009,2.94867965472388,3.47451958095752,5.35706213270246,3.59473708350744,4.0882760595387,5.05674059417725,4.10090191020922,4.52125485016196,4.01628798690369,4.91336401338477,3.30303085895369,4.0392999741976,5.09612797545905,4.31148457271763,5.28491041226725,1.89473311232788,2.82633307450893,1.7156279652042,3.88536283936132,3.6897375783005,4.30077235295079,5.08349363162503,5.54924193660502,4.25353102282312
"gene 235",5.2950868083503,6.84869558391459,5.2494908944218,5.04663673115255,4.7085566880782,5.50128896699178,5.28919507023783,3.88629228877503,5.79894363623876,5.64835866311142,6.68625357006253,6.00214377290162,6.00094636873645,5.51638457134154,5.52930804271322,5.46623640392947,5.13970470654178,6.21857793777016,6.22601420393487,4.67335026664355,5.85634530913317,4.98087193652601,6.25927937726211,7.08830805114223,4.0515212866932,5.85563602557852,3.70139982493084,6.08595088487932,5.56424829709298,6.63994388777888
"gene 236",2.89881806268595,3.44722484678048,3.90750644176305,2.62350308169742,4.21659554563347,3.13551228780871,6.65413541378625,3.2601681153326,4.06399584112522,2.46996528062759,2.61998925651792,4.38912395626091,2.76385237773342,5.96765522844384,4.07070011685179,5.27645054113465,7.23257015500656,4.66556404959307,4.2886037956888,6.94802740457874,2.61510773970112,4.55186151531541,3.63617242931892,6.68043543789665,3.38145968331899,4.09969350084363,0.761849415041247,8.26275540900638,3.37211694567038,7.03994030139597
"gene 237",2.84405976145962,2.7828055820775,2.05262679658477,2.70026958516197,3.91347817456148,3.52174518119842,5.69561056232241,0.707013229626307,2.85951148915191,1.56619589932434,1.4260846197471,6.70003974875928,3.07376644133234,5.96769133816414,4.7794903219883,4.9371479006078,3.93187908489701,4.20964558259115,3.70957719555297,6.1732059058552,3.45730460947356,1.97569757085376,4.1662438261912,3.56171360682003,1.88687973469995,5.52783247131278,3.60881674399483,7.25632182779566,3.0776423113177,3.72639761476117
