"","gII_1","gII_2","gII_3","gII_4","gII_5","gII_6","gII_7","gII_8","gII_9","gII_10","gII_11","gII_12","gII_13","gII_14","gII_15","gII_16","gII_17","gII_18","gII_19","gII_20","gII_21","gII_22","gII_23","gII_24","gII_25","gII_26","gII_27","gII_28","gII_29","gII_30"
"gene 143",6.42921948306077,2.64236227762625,4.32856989955826,3.4685665782807,4.50503163856169,7.01911799721676,5.36509564021779,6.32815824493173,3.95152838672579,5.0089799830846,4.012317618187,4.93268251889201,5.87620529388964,3.19712632359919,5.17047045322994,3.76258578693519,7.08023526163701,4.27320702773894,3.96122319174075,5.94073239608,2.58539559155363,1.96767633601196,4.63265520972373,5.28941415351178,4.48171111324056,5.11768103744721,2.71543237333135,2.95065103049236,5.49453345010578,2.42713654987474
"gene 144",6.10228055247374,2.70990612679652,3.14805928588046,3.11531439029455,5.65393163782544,5.01405288425297,5.09991596253984,2.07299755763315,1.94930462097664,2.64685233871217,5.66989013043459,4.60420185097519,5.62199243931622,1.03731780872913,5.51136055451946,2.11680326153547,6.21666407175203,2.56411522817546,6.20636743364246,5.44784976415115,1.85854703445006,3.09120692790018,3.73439822714272,5.17432103825157,3.60929431998417,4.52576257419488,2.31161155307046,3.4912083566591,2.8572570332753,3.74484328230388
"gene 145",4.6054722665843,4.8750937158396,4.67051842692414,2.75071145477129,4.79040744192628,4.18946754188165,6.24027313658133,5.13667219767071,1.0640339351649,4.24015627683578,3.84378793924959,3.36855588056957,4.37592612265341,2.79975951053855,2.18563363354544,3.15163077873519,4.43850517621487,4.21065307841318,4.09930368443417,6.1273172196824,4.21455952774764,4.49772367434073,4.2368875798674,5.27391186303366,2.48998169236688,4.54802475345682,5.45718919368924,1.91745414469052,6.07607693399252,2.10165180148418
"gene 146",3.94915270616567,5.40536180464288,3.70879337229459,5.15024130180024,6.43612645397967,4.02433491476625,6.407326144741,6.50241853918964,3.07816152526953,5.4882411848948,6.31157365611706,5.02706120468174,5.19460803507224,5.72089104655224,5.32729528063154,4.04448670311558,5.02380871144849,5.29106244008532,6.37630662443671,5.53921008638808,5.94442304517489,5.25940747595621,6.31811956091429,6.61016514296293,4.71766107709013,6.11890910204856,4.24466311610347,5.31287151921821,6.1391376916483,3.17130488166667
"gene 147",6.06242462172603,3.81709858883768,5.00750717332842,5.24250430587918,5.40666449108306,4.53324420766033,7.03524749577058,4.00329674148201,4.95477000392911,5.11832988273855,5.03082475509123,5.21705838480951,6.79958210609464,4.92860482638068,3.97443443669129,4.35831649092333,5.04704967182742,4.42987459499445,6.58079450720542,7.62282673590397,3.55654849929976,5.21789730678296,6.02130652780512,6.39051336872468,4.59696066540833,6.8465795018907,3.44894467470627,6.89439526812127,5.00746045902456,6.13094398624059
"gene 148",4.99222104348989,5.82673388081475,3.98953087080929,4.79704600233466,3.4201647326128,4.74891810058919,5.56973453548451,2.34216184056998,4.94191779637935,6.55046159836645,4.88695877977962,4.09368363207483,5.64581708361634,5.85610103655437,2.57178584912262,3.78407563169258,4.56426277597073,6.21170101303044,5.50312772177937,4.34796271329153,3.49572869045372,4.62517676051753,3.2812279246087,2.78151887796967,4.06032639904541,4.62031069057292,4.28334233043142,5.0619963783532,5.39175464048356,3.50735083762184
"gene 149",4.45547868868605,3.12116796452688,3.11354173933719,4.48338961677338,5.95996476568757,6.08427356482167,4.03629415063501,3.12977975523171,5.3209811290789,5.28093101238923,4.54290944823646,5.04333068080756,5.06069575854894,4.11451828704446,5.49985278789302,4.26132398990337,3.89424844393125,4.12730309326447,5.1980392822108,3.0486572831316,5.71134280557947,3.62020125306911,4.00495481724752,2.56337988718641,2.71280706808549,4.30739052294346,3.22198663821734,6.27538212217182,3.42161590375862,3.86327681121272
"gene 150",6.10704138798654,3.43444593250864,2.78730777188504,3.83843947576889,4.74138871023875,6.72280603858743,4.63831667727679,4.94020720359159,2.93172218005326,3.74846994722446,3.26311596412309,3.05503346900996,4.99027288496372,2.73552131461352,2.53970425079641,3.5135129057719,4.18101364029464,2.48469382851065,5.92630422925626,6.98774737713083,3.87876715833946,4.80404093258985,4.46859454467204,4.58682859420218,2.27206917261299,3.89857580166269,3.7264823251951,3.29942159824133,5.37186677550059,3.6865085798655
"gene 151",5.51687714264638,4.39037998905584,3.58595840612729,3.7949193078862,5.86020707792718,4.91459632761187,6.28354983021648,3.86347053460741,3.33192544969155,4.33489609705629,6.3872874319919,4.18250296345799,5.45578190007909,4.58334901453276,4.24231355914611,3.1230409996469,4.66436114087934,3.85422297566905,5.38474640529401,4.51547135320954,4.1242984913208,3.11865582077035,5.14097665824021,5.52701135220178,5.56735555058374,5.42438708073508,4.24447686293145,4.45063451221508,3.43194782370454,2.94212302290146
"gene 152",3.69692027385283,4.32150450948657,4.51810832362749,3.64305270635944,4.25621751108561,3.13712363215954,3.51468050702641,1.46669726703546,5.48638024651468,6.20344051396121,4.63853774912234,3.11354391793983,2.83916713184306,2.85298313102998,5.04062731766766,4.85213335809327,3.35195852072329,3.1434833230649,5.97639200112706,4.06072507475414,3.28799893070053,4.3906778398144,3.11122945775702,2.80239778196711,3.55090534087068,5.05796713310063,3.59421379704162,2.97835079025946,4.72531134968503,4.10222139951057
"gene 153",7.03118511252086,4.64796764524143,4.3180877814478,3.8058154281211,6.08465847933067,4.62278568223,8.10728928778371,6.18888387555425,4.22869137022027,6.51425627231745,5.0566844729762,5.12594847591555,6.92836362937466,3.94794241201327,5.05527861760579,5.34821239098116,4.50181088460275,3.65061311878198,6.78135125822914,6.53360341802245,4.14518051043222,5.48167373960996,8.56843656367359,3.77479366125273,4.8785531740915,6.69500419190411,6.33523832696093,4.57613022800239,5.94321557288831,5.54242318628108
"gene 154",8.81561316894671,2.96422686590954,4.58277159016316,3.92140880526945,5.15830076753994,7.72039349428458,7.58299428035895,5.23880751734939,3.84204019435131,6.15788305877625,5.50980573422944,6.84301412932566,6.76854946897714,4.27328436282859,7.23525172237802,4.36813770627063,6.86486947748509,4.92950934152288,6.76706190788134,7.17362666184904,5.90043191234853,3.10228990853087,5.36577673850169,6.33320081176686,4.1630711642742,6.24400628561118,4.04550887949283,7.07926185679422,6.63425260601958,3.9811401034087
"gene 155",5.90348781935984,3.81238180529808,4.37105849560291,3.87630379388177,6.29205662741045,7.03754397156705,6.14700043951647,4.38320799865978,4.47390940489448,3.89949538394498,4.42234580280598,3.31854802295846,6.47193812927349,4.32216295386585,3.82275254190352,4.93220986561883,5.78037671975938,2.88083650140018,5.86519743352995,6.19893452876718,3.92837040522983,3.56163787619136,5.93765326396945,5.4123063697725,2.61214414996676,5.30714334726025,3.66942537600169,4.79424017633581,4.41625978212628,3.11503556816217
"gene 156",5.89724543087862,6.6040506126883,5.9394923842388,4.82876174857043,3.85860196061347,6.34044374473512,5.42105722570215,6.37203813631059,6.60149575532595,5.4930297876616,7.06382193486177,5.94674992144757,5.54314094457382,7.34016368410518,6.14127285800274,5.69818207349651,5.81606620063866,3.56116376083756,5.3448743701849,5.45110505206536,6.50311650777248,5.27060922877863,4.41276816479169,3.91007092823018,5.23642347928451,6.34573004431629,5.74344658643674,4.50574244834922,5.9288584948231,4.7084244222242
"gene 157",6.33793263692649,4.36709353726961,4.0760655103443,4.85446406564519,6.47120858923144,6.33084945290133,6.50224500328095,3.88353993474611,4.777706149389,7.20134192431948,3.25593519465373,4.68627010074229,6.55543269345398,5.47900956053783,4.55940541789387,4.78849311773375,6.90854212615668,5.94791249073002,5.06399291693145,5.25291495303882,4.28188782249519,4.58907981939074,4.19624082094694,5.17711124848968,3.33653548518174,6.26981009178643,3.74286646954026,2.27149929728759,6.28707218302259,3.53542318162225
"gene 158",6.52776075527526,3.538686573797,2.74284448106597,3.49463639266801,6.18969039165414,6.75139482156386,7.28441604855689,4.07984041362733,2.96720804780733,7.96622009469635,4.4359414484272,6.49856819473039,6.98038049055985,3.76311106840605,6.6968152904271,5.4787075316439,7.45658513590485,5.49329099345454,5.99897108315633,5.22306731811064,3.88511449461846,6.14743939793505,4.21900861812241,5.663167163981,6.26526715591219,3.43017685871716,3.06674887739914,3.8816165515338,4.91248969042006,3.4570700398548
"gene 159",7.94352933504695,4.95860018079881,4.64168842036133,4.11077260347428,6.53337304259481,6.16771424674157,6.15366505235429,3.63897275200295,6.00049537472446,8.25364707233488,7.53471998486908,7.57409578557953,5.9431416360063,4.96735414484368,7.17765708241358,3.42272273393217,4.99552981774824,4.71867087885254,6.31714835567565,3.87007306512149,5.16972925373432,5.63357986633702,5.18819962389409,6.51818533889101,4.75561067108322,6.48364055964093,3.52087685927877,6.5458219121676,5.59041550720034,5.56906766427184
"gene 160",4.54683779011575,4.62338256594264,4.53165333090836,4.29883497512334,4.69617767081423,5.83401509980879,4.48996923855153,6.02793964468665,4.58182104221013,3.55394919544074,4.87116011580955,7.67901548875445,3.58464207476466,4.88614240900763,5.04192718661483,6.19543025306571,3.9054523887733,6.05004657047223,5.74420897483933,6.01049292913557,5.70731227747365,6.04624341413287,6.51602739268976,7.01504717852062,6.0949153861112,6.75571071100952,6.37245169743366,5.74788650868922,5.50723702072809,5.54663870541663
"gene 161",5.54022739937768,3.12484933234575,6.0277850053744,4.84020503041768,7.44858024847898,7.70996246181025,6.29971665828038,4.98552823246464,2.98314392140905,6.8858282928061,5.40652869511196,6.42786889067734,6.62947854911431,3.56290385106459,4.70687504951632,4.41481049395826,5.89919399895474,4.33971656183209,7.44669423757062,5.88686910667326,3.75152930941004,5.07891019694243,5.51490277889857,6.54942696955947,4.13195519823466,5.77805204329549,2.75208414689859,4.93629488453164,5.98131284762828,4.32972298606328
"gene 162",5.69252154975167,1.53665716864078,3.34473766814978,3.61973362661077,2.96419689880376,4.30063948099439,6.86685631382053,2.77345291508135,3.2002579366539,4.40696833721392,3.50625169354543,4.83535752843675,5.03993137952353,1.34208247631279,6.15025491711005,2.42833175954396,4.76828128928514,2.61544440766401,6.4288695033085,5.6600629588783,1.41106253226179,3.93229269174518,5.26556189897185,3.89735125001067,1.51479177308597,4.07546673977366,2.68487850970058,1.54616586989284,4.9233454325212,2.56964987328737
"gene 163",4.22688457081181,3.58443284546052,2.79743149324423,3.33414471739511,4.57418782237183,5.58080284503536,1.95572373189867,3.80537837563435,3.17696917765966,1.29244609498385,4.73081372015727,3.86000589178566,3.91012268635588,2.45661451844798,4.62910832900169,4.89939382549997,5.26625465392871,5.95201345964847,5.01838751554943,4.6005286560827,3.70342041049152,2.73529007905085,3.40988759609852,3.44597455779327,2.76495230533536,4.43551816369961,4.85123062795159,3.66978116162326,4.09416376302483,4.61191490664952
"gene 164",3.6772871421047,4.79792520903563,5.56598824144842,4.59885949947812,5.08535573146835,5.33239143086194,5.86059820382162,4.88870892333505,7.20655498570782,4.76469296176635,5.31671069745053,5.29888313389502,6.46392183532433,3.53746167623685,4.64605801590841,6.42836087055798,4.39644592149688,7.46983877086683,5.47213327578662,7.41957032378302,3.65930367313633,4.91538037124094,5.87638591427265,7.81668578747184,3.4645260192272,4.15100574621844,4.4717521196142,4.28979074079033,5.67040818272021,4.87525683633209
"gene 165",5.20575072375298,3.54206530792864,4.61081840645074,2.96670452516417,5.57062573240041,6.36309489047533,6.99529919417648,3.52962213259539,3.33723168221511,6.92039330913753,5.0932231110917,3.82395962077965,4.62392523853746,1.59765256523129,7.93004235275602,2.87372235569775,7.18793522249795,4.63682321150143,6.99727525725081,7.15116281153872,1.91532573276688,4.90896924844625,3.69332103324724,5.91660176192941,2.67994377107323,3.06484091432177,2.58819909692569,4.50479947460025,3.28928417506479,1.75930763788974
"gene 166",6.12966760973132,3.91594636537701,4.73238445229036,5.1803385572927,6.87970359374432,6.09255327205022,5.87380870345933,5.09674829942518,4.35100952946712,4.68586618751893,4.88812574257139,6.5722084197165,6.18518549108195,5.12079512793854,5.20934909230508,6.36302284147594,6.03443271871617,5.93745918664291,6.28985201890694,6.96446780281335,5.35087867227054,4.92748114607496,5.42165497393919,5.65093462173129,4.1303673472192,6.16719449269276,3.6351518958909,4.40131216526851,4.50550632850605,6.08536848844358
"gene 167",3.77219565384556,5.53111608953913,3.85618826687759,3.40542308056593,4.78067331118565,4.72109639017511,6.09532968932325,5.32493298525628,4.59617110411839,6.3074278718099,4.18148386968388,6.02181050101717,6.36701256949234,4.17519655240426,5.87868209330078,3.30866513333323,4.49263973762685,4.41196591103956,5.40390682991226,4.13142053260834,6.79769843022595,4.84604756378068,2.53385730263339,5.26810053091298,4.35547095386491,5.3201963299587,4.96053000249323,4.21231012875303,4.8925415005712,4.83421106083524
"gene 168",7.73808176810162,4.65714891741157,4.89408516428216,4.73339232004423,6.02038375065985,5.01707394443192,4.99410606004468,3.26104232497847,4.93690949527829,5.35229980489443,3.85797796037678,5.82997213823389,6.93315675192948,5.91141325986633,4.85043984214354,4.46798283878272,5.26602000358468,4.80979584916806,5.52273130687133,7.26499910308281,3.69232899248152,4.29073938948435,5.21051854130437,4.26674138309005,6.04354281023017,4.51941764011081,6.74468607061729,4.6484568161024,5.88047802165623,5.91416724196283
"gene 169",6.90664375812196,5.26958233663143,3.94722605569471,5.41091844414418,5.49825084707445,5.88337752815977,8.73892205802806,5.29165274418277,5.37564355306622,7.58178845564779,4.16475040570854,5.58212301982011,5.60776035961448,4.0241935826526,5.10774803845587,4.56971885472006,7.09174863430916,2.95050173538298,5.52081891588322,6.96846037400965,6.29429558585533,4.55510640538044,6.83012057338304,7.62185936365882,3.19913006719451,4.86781658609012,3.56458353715914,3.68046728554254,4.74682877456082,4.01259343773023
"gene 170",5.17943529191459,2.97685079170592,3.30656957519318,1.39392632368201,5.97660438316785,6.60599774554317,6.56140968952404,3.53925962755496,3.87944751200794,3.68079381682375,4.04295774862688,3.88655855151064,5.7578067600321,3.54072844554852,3.94098974039079,3.15796577289385,5.61485959715605,2.44798437628201,4.3381154280635,3.22663796995554,3.03576782198431,3.77341050494943,6.00567739396275,6.71909351603712,3.04586737459802,3.60399850604427,3.46420275132729,3.00915435813629,3.51099461548817,4.45231670605918
"gene 171",5.82775802188876,2.71847826555453,5.1752115985266,3.16528536361955,5.0693569727346,5.76875757276256,6.28951806856457,4.46240754201034,3.53285657933475,5.28228114912185,5.19551525188322,5.22073968069447,7.6703975073851,2.59277699696753,5.1626765208964,4.69619289865423,2.6577484488539,3.70389484142029,4.88210250796524,3.42773145555876,3.78940667991714,5.33624262605568,6.78277464982387,6.33604786450933,3.7757768235293,5.49913648012585,2.4808983471807,5.30803093018614,4.88877662192366,2.94510835382819
"gene 172",5.00842184076332,2.95742612648455,3.63541683341663,3.29734385215094,4.14537906776272,6.13062944785083,3.05758755239079,2.59431554652561,2.46189160153902,6.24400513591748,3.03389402604742,3.79354797709782,4.76610303407493,2.56666548561555,5.85021382400101,3.72717899762636,6.04939009461936,3.18387703378099,6.44913077684419,4.5873414039248,4.19242932326054,5.08352800605856,5.68390493783913,5.65962729910166,3.26174134143388,3.91780092053906,2.41855082142318,5.38373035761934,3.19600330638634,4.6760043206941
"gene 173",4.70630213736385,6.00500072101479,3.42104677451365,4.57274582977414,6.92903664855,7.78239341911863,6.91799515877672,4.59651815400837,3.3113967302038,5.87931632327646,5.41066024714611,6.37449183586958,7.76699677544786,5.29742903752924,4.32288682588152,4.33395135156887,5.37676248368247,3.66493339695811,7.79239343486814,7.90976346521767,4.9213160380245,2.56487524928981,6.89175153741346,7.29654069304035,3.37929620717685,6.77435637287919,4.05052083772346,4.17704657729449,7.74378817930948,4.76559554677658
"gene 174",4.98526639398079,6.01648398684357,4.04925767010385,5.42981554835386,5.96655167646681,5.64789162320422,6.05909266375534,6.61973508593587,3.72322771611701,5.78527884890279,4.87689256576852,3.67607082243021,7.54752810045906,4.6601356243127,7.037732280004,5.50306771823664,5.73705155181149,4.77709093003763,6.73764657201846,4.31737489212479,5.21134626774748,3.89603452971185,6.09590517781697,4.54158508527064,5.48356094613042,7.65382492592683,6.39284998956112,4.34293921374574,5.43624077060171,4.25242051964202
"gene 175",5.57240723337978,3.4749162670675,5.13738436168093,5.92786563460004,4.82968807254255,6.10145747298195,6.67228920250706,4.62929168626242,4.29249526824664,5.59453949031377,7.43970634449878,5.76979004959984,5.93022473479438,5.54235492055138,6.53482943794982,4.32717523773179,3.97498404014992,2.63677299366393,5.75234027678356,6.02124675837344,5.0984529937544,6.04232248282735,5.5075490143301,6.86597774283714,6.06815027428134,5.32056891780132,5.18776124438727,5.70448678563019,5.77838519586781,4.83857650261765
"gene 176",6.28047203488001,5.07883437446274,4.5339966787187,3.37768852948978,5.68319607296555,3.9296037307498,6.42403014093165,5.23470890071037,4.23635987681549,5.71154915865789,5.45200739260559,6.07835667915016,5.85402218874844,4.30867202616757,5.95239652091238,3.5909805293633,5.63395146876935,4.87514795998261,6.25095289269984,6.39912290555245,2.95728789918699,4.85642693974479,5.54554984935931,7.08025480169528,5.95815946870888,6.40059473265246,5.44639474659675,5.63645483600651,5.10381345881646,6.96419611975297
"gene 177",5.39351504981327,3.68038368700428,3.88044372737073,4.20987174397023,4.71189398889004,4.84785871384152,5.98037942227331,4.46748885741939,4.72321898342771,5.16284431125404,4.30808392464948,4.43589763328498,4.39240916469842,4.54653439699818,6.33897263897272,5.91937327775227,4.55853368369244,3.60570118735122,4.09801402699754,4.98189002923298,3.63667679870612,5.3920131287814,6.40119615718547,3.42451850791616,4.66956439289164,5.22966086059914,4.73124402248042,5.13188776533849,5.27280011980236,5.25248018557485
"gene 178",5.76288693407243,4.34449103812604,3.94669904508493,4.75815731371103,9.24818903207349,9.44002069231003,7.40499121079198,6.34637508849326,5.32222362308243,5.82953218966469,3.82440857936393,4.1672311989646,7.78029540763578,4.55850971447152,6.06743476312873,2.82708296607066,7.14134540171177,3.82746285430634,7.68401437756692,7.70283540195344,4.15456589034859,3.37540715827367,5.49304058078903,7.05918003618685,3.47846984788355,5.93811683666809,4.50888233768169,3.0187831763169,7.98745927678397,3.7999970181458
"gene 179",5.85753754187393,6.97470671991316,6.64954499791022,3.7454611528657,7.40555272956774,5.90746012938357,5.2966219322144,6.41258156618291,6.17662817417007,5.51212993351624,5.47754732599514,5.5553940101929,5.86074425745177,5.24909164049826,7.0595291520801,8.04128973230705,3.76434630394405,8.00763335557195,8.17896672982006,6.19712954347162,6.22877962084043,5.15756782701321,5.39463737488072,7.11557029698756,5.51302435554464,5.43958595267324,6.51506697802358,5.67739222269747,8.37870985352367,4.71078829048934
"gene 180",5.13086736988338,4.40045657325915,2.68112473879966,3.98101303094725,5.56145325356974,6.18820734604191,6.26483055081636,7.1536833715694,5.78444312108601,5.02580410852616,1.89904218777089,4.34688334404009,6.97148671089577,4.96506464557368,4.95164574095029,2.84582726160081,7.27719377168613,4.74138748823765,5.81307688610424,6.47401140422757,4.32301902200983,3.87492909837716,7.21082731295503,3.88607043044279,4.91412907455968,6.37824795152024,6.77678229360543,4.09490269902964,7.75992278349302,4.93074362917804
"gene 181",7.75792567193146,6.59786183218781,5.22731180885257,4.44484332986789,4.85928731210442,4.57668777661076,4.9455777827624,4.45107940685316,3.21077833247949,4.43932889110058,4.84440101723431,5.34032646056219,6.99646428769412,3.93105589782023,6.31952723924931,3.66329791912433,4.95809028452057,2.82356071589722,8.04891158684658,6.06248415678582,3.04283665429583,4.98201737374033,4.74432930188702,4.17925452337088,3.13138939903289,4.14993801991759,5.16932150721067,5.06056726041181,3.42572017126887,5.30861473559978
"gene 182",6.8269095864659,4.55129373962695,1.0115192344194,6.02490906349471,8.48108136475815,5.83836089639271,7.07203394946252,5.98921945124331,4.49152723828584,4.22671868502255,2.89943882400355,2.5126481529932,4.82105114660368,1.89265828366299,2.07902869821088,3.87854093367056,5.1809824483264,2.55694801364941,5.96203518040763,8.01200333320058,3.09516892573991,1.6951677338363,5.45702971086705,3.6108684134268,3.13214853875034,7.45320445202456,3.55422152054878,2.21763521820525,5.69788857084616,1.90661198622986
"gene 183",6.78260827107702,4.548812176827,6.58375443900593,5.21248136629456,6.41867113306719,7.01674428744711,5.86634722462092,4.18628505783788,3.28804185877581,7.48740565503797,7.14569774067911,5.88328505406566,8.48437338742426,4.69412410728588,6.07869919248122,5.69723729455759,8.07118502591121,4.02209830489742,5.42054337363292,7.79909098810569,5.22225131132193,4.07491726774948,5.00973265719234,5.83904720176884,6.60908592746102,3.62703176987836,6.87285926644619,6.36731484002817,5.83004342593771,5.30392508461509
"gene 184",6.08830863487478,5.2863306123042,6.15402687025592,3.30239316787499,3.12047978818892,3.41262531423743,5.33800572020435,3.97035156066507,3.91538270064172,4.62319435386429,5.08924071834877,4.59201563835628,5.97237038799349,4.73247037212262,3.99243348369754,4.00869890235452,3.7691412149745,5.01500951633645,2.49074859414471,5.09541674318306,3.25804422127256,3.57188908550293,4.34569820600906,7.0005226660768,4.7058630916736,2.89207904937933,6.26018860317715,4.67750295907001,6.53932912972055,3.78600322803493
"gene 185",5.85830683477716,2.61053831021277,4.25242532494969,3.97768477273194,5.17930379067422,6.94788815309977,5.95092891763575,4.65795196698884,3.60218198029591,7.36526488340159,6.60419864137932,3.48714407210497,7.44151538247949,3.55900719021421,6.02055028393298,2.43627775679195,6.94177520093559,4.58656039759235,6.37036130118497,1.99778448801294,3.0197767439554,4.39035639363158,3.70820478967851,5.9478104316254,1.73680343657762,3.38201345175051,3.30511801923766,4.34277506013362,4.3214569703667,3.80844183680887
"gene 186",5.11448909158503,5.19112602485653,3.44127641345366,6.50675584620383,6.93462170442651,5.91320562185978,4.05689586718001,3.93242798394134,4.05750126090496,4.31197483356888,6.41033847580667,5.1158514054986,5.70621769037121,4.36313512590617,3.85326918152991,4.49828702033975,4.99411907490687,2.63066734256801,6.94780969473591,6.68223109495795,3.15106608511593,3.15323086942386,6.39211412215321,5.54257362253383,4.10536070775893,5.75134776229078,5.20372529410644,4.1085061746697,7.34613602624327,4.74128976328612
"gene 187",7.24734588691556,5.75752743336868,4.88194806945439,3.71440228148792,4.90631966943635,6.0339383230013,5.11608801216377,4.61889679969295,1.96082854831506,4.39562947967909,4.59075269745475,6.13528673216647,6.29321920921831,4.68219418085871,3.98476792473908,4.06098445299273,6.73596015533713,4.26061894868466,5.79301071061646,4.94749705564013,4.05698256804348,3.10862591883292,4.58271099323775,4.47112553900482,3.18638737236675,3.90737510183059,3.96828157609763,5.21586430703232,4.07033467196413,3.89924170676827
"gene 188",6.10440348288858,2.27144589217067,3.15570194248159,3.2006562589471,6.31618555483939,6.43577973108371,5.21185703982064,3.63409234742219,1.70795653743163,4.64957773285494,6.13582491775169,5.10057912205855,4.76527181635578,5.29255493741854,5.21094359394879,1.57613354209331,3.56490703271635,4.3525807556229,5.67879933078443,5.96482235600998,2.82525230201997,4.78244850545855,4.299266737516,5.88075188671912,4.4359339121384,4.40483159837656,3.48013318476884,3.75150257641952,7.03402305019075,4.7577044598567
"gene 189",5.83344130939469,5.83072327289778,4.94254938961402,7.07420074555971,5.20730503870112,6.25905910961548,5.23413772985539,7.0944793415436,5.35787712396877,5.22064536117579,6.24876890166713,6.14077744793218,5.62455686663897,6.41826302293576,5.76672466367118,5.2522505526372,6.14631436495344,5.05237008811781,6.11569250576072,6.3853076834629,5.91804469894429,5.99655136722266,5.0427938523931,6.01730297461416,4.99714024369279,3.87566049138145,3.91403808867897,3.32559240708493,5.12181774311515,5.49125450717067
"gene 190",4.00840432148193,6.49941067792298,6.55042539239982,5.51281078650756,5.0905977727882,7.00161060429512,6.40427585309074,5.2725051759302,3.54130762601329,4.68634675671061,4.6484720959794,6.0956370727302,7.3254892621252,3.95964636035217,5.60019448296582,4.73153298782751,5.03140778617565,7.67656157552603,3.02175616490063,4.82122181729651,4.3397715811776,4.5232236299838,5.11217168264971,6.62695278049879,4.32535631591252,4.39110425759507,5.83854267295548,4.51074474237026,4.99131115349577,4.36622406681053
"gene 191",5.35052056878918,8.94470603200405,7.63300547704226,5.52750250443366,6.81734010114409,3.79437352400203,3.79820138670396,4.7794326990806,7.62921348257694,5.81982668486731,5.76170372462236,4.84764907504207,3.6903579862595,3.79389794242433,5.15338417594937,3.8098821633305,4.68778729856822,5.58922317203008,5.66301350184202,5.5040752094465,4.93633529723496,4.56227113341363,5.69035747140143,3.81410895815673,5.90957473629892,5.72203050730353,5.10628470957189,6.14243698534625,5.39402708016604,4.99673933488623
"gene 192",6.39794401894038,3.72948692595168,3.30499125845378,4.17962942405607,5.09934814656981,4.55591721502205,5.48079013199014,2.07440666669332,4.15767310361893,7.9470534552331,4.3958348291521,3.56527880037993,5.68347898261276,3.88412825687626,4.93367407997564,5.48743728017999,6.80803110056571,2.32313507657272,5.47502581682371,6.57323593708974,2.88807950136254,4.42015418050705,3.60354185933834,6.11737221140093,3.47884064636657,5.95640946030737,3.00718285845162,4.17735114610801,5.17622015726886,3.96990751009552
"gene 193",2.84710525990087,2.41634888036556,0.752520320979877,5.02197194590018,6.48563030927758,4.87135619191615,5.72912523192654,2.46972533928723,3.93856796247495,3.80315768759426,1.38462017144263,2.12786612360847,4.94833865878068,1.53925100405683,1.19969338923105,3.48728469508805,3.84981816529477,1.93055762975443,4.91062589238905,4.6686355933746,2.82981989124953,2.57753122670095,7.23499179572578,4.8021786395838,1.7843748623195,4.86622764468648,3.56677897495968,2.20867797453541,5.41745354502613,2.40550633741094
"gene 194",6.44274239338295,3.80375791749796,4.97104353822721,4.11857045218212,6.26495977269,5.63955416418904,6.40476635453985,4.44001103937504,3.65159949391943,5.30393099636508,2.82497242904958,5.22370431793823,8.0179135834309,2.85455547280553,5.11474384979815,2.94571001153042,7.52867761249027,3.46829153088205,6.09402534314455,7.52876055660072,3.41356661699103,5.16698465949767,4.88990499808665,8.85891257916688,3.90751612597544,3.93946753736198,4.67655090144026,4.15151632509706,5.63798060925211,3.63425899188305
"gene 195",5.58598973276388,4.39644772306193,5.19332763027209,4.26219311525288,4.18997663050479,5.36286734499065,6.29768399721254,5.37201128723815,4.19135628185068,5.80217856204715,7.11126110783534,6.23991132931545,6.04436730137044,4.34823050677607,6.30563265290817,4.80017384540357,6.89923166581058,3.92605814954183,4.93693167429796,6.94717769397295,4.08968145622732,2.81822882780715,6.60956105259373,5.91328342430335,4.84701613551758,7.41205394224747,3.60472303173106,4.17990300748955,6.05704918420992,4.83491318499844
"gene 196",6.17053530257593,4.1987250878134,3.2407063317568,3.55700949761338,5.77898616117077,4.87173357364654,5.85392486324867,4.67104647607384,4.01797527076071,6.24673980509131,3.27692495603642,3.44662170112699,7.97552966709939,3.3239985397197,5.60929733372955,3.6643805536117,4.74459914195346,3.78891464069384,5.06168708576778,7.71769504935032,2.19190703238169,5.21302661683301,4.91572461400136,5.68422442480938,3.70296488270192,6.03158580842027,3.3132724939604,3.73141683410055,8.40680280435557,4.45179552814608
"gene 197",4.61185543519423,3.90411516798156,3.54692555548229,2.51517048884414,4.05649500581399,5.36771256329291,4.66900295867361,5.08840992964212,2.85250368651521,2.93484062567099,5.41539688591751,4.43109442648778,2.67281045895932,5.48376611125299,5.45630990219169,4.46124471664136,5.24997531538898,3.64740324941086,6.5028236654926,5.3648605520009,3.4766838736836,2.68325861293946,5.00540316253501,5.47979234613139,2.98929461239653,3.86284953138355,4.94181143601328,2.87967322100093,5.26496266905833,4.31856340594341
"gene 198",4.69594783853077,6.37274349054965,4.47036831786159,5.48928030850451,6.83172172149897,6.26094774485708,5.81531539134675,4.37329532287338,4.64408068486911,4.30916432285953,5.57591820039548,5.12085467844911,7.24802551074073,4.27630645898131,6.7230023722365,5.29382647738521,3.68336250918875,2.68547281829976,5.62779103121077,7.06950088015146,3.81001824837551,3.31070544687529,6.66718488560696,4.1266312047223,5.43705443667403,6.57163389539281,6.65175051108866,4.9131101449957,7.61236364107259,3.40042317257548
